Species,Sequence_Type,Accession,Title,Organism,Length,Country,Geo_location,Source_info,Collection_date,Isolation_source,Strain,Authors,Journal
Betta rubra,Comparison,MZ273059.1,"Betta rubra voucher BIOSUB94_008 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Betta rubra,633,,Indonesia: Aceh,,,,,"Nur,F.M., Batubara,A.S., Fadli,N., Rizal,S. and Muchlisin,Z.A.",Unpublished
Betta schalleri,Comparison,PQ676067.1,"Betta schalleri isolate Bangka cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Betta schalleri,617,,Indonesia: Bangka,,20-Jun-24,,Bangka,"Syarif,A.F., Kurniawan,A., Valen,F.S., Herjayanto,M., Aisyah,S., kamarudin,A.S. and Hasan,V.",Unpublished
Betta simplex,Comparison,LC433689.1,"Betta simplex mitochondrial DNA, complete genome",Betta simplex,16549,,,,,,,"Ponjarat,J., Areesirisuk,P., Prakhongcheep,O., Dokkaew,S., Muangmai,N., Peyachoknagul,S. and Srikulnath,K.",Unpublished
Betta simplex,Comparison,KM485471.1,"Betta simplex voucher MB_038 internal transcribed spacer 1, complete sequence",Betta simplex,345,,Thailand,,22-Aug-11,,,"Panijpan,B., Kowasupat,C., Laosinchai,P., Ruenwongsa,P., Phongdara,A., Senapin,S., Wanna,W., Phiwsaiya,K., Kuhne,J. and Fasquel,F.","Meta Gene 2, 862-879 (2014)"
Betta simplex,Comparison,KM485470.1,"Betta simplex voucher MB_037 internal transcribed spacer 1, complete sequence",Betta simplex,351,,Thailand,,16-Jun-11,,,"Panijpan,B., Kowasupat,C., Laosinchai,P., Ruenwongsa,P., Phongdara,A., Senapin,S., Wanna,W., Phiwsaiya,K., Kuhne,J. and Fasquel,F.","Meta Gene 2, 862-879 (2014)"
Betta siamorientalis,Comparison,KF381307.1,"Betta siamorientalis voucher E_171 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence",Betta siamorientalis,468,,Thailand,,15-Jan-12,,,"Kowasupat,C., Panijpan,B., Laosinchai,P., Ruenwongsa,P., Phongdara,A., Wanna,W., Senapin,S. and Phiwsaiya,K.",Unpublished
Betta siamorientalis,Comparison,KF381296.1,"Betta siamorientalis voucher CA_017 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence",Betta siamorientalis,484,,Cambodia,,03-Feb-94,,,"Kowasupat,C., Panijpan,B., Laosinchai,P., Ruenwongsa,P., Phongdara,A., Wanna,W., Senapin,S. and Phiwsaiya,K.",Unpublished
Betta siamorientalis,Comparison,KF278865.1,"UNVERIFIED: Betta siamorientalis voucher E_172 cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial",Betta siamorientalis,653,,Thailand,,15-Jan-12,,,"Kowasupat,C., Panijpan,B., Laosinchai,P., Ruenwongsa,P., Phongdara,A., Wanna,W., Senapin,S. and Phiwsaiya,K.",Unpublished
Betta smaragdina,Comparison,MH065738.1,"Betta smaragdina isolate Kanchanaburi7 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Betta smaragdina,652,,"Thailand: Kanchanaburi Province, Mueang District, Ban Kao Subdistrict",,,,Kanchanaburi7,"Pammanasut,P., Panijpan,B., Senapin,S., Ruenwongsa,P., Sriwattanarothai,N., Laosinchai,P. and Phiwsaiya,K.","Check List 14 (6), 1077-1082 (2018)"
Betta smaragdina,Comparison,MH065737.1,"Betta smaragdina isolate Kanchanaburi4 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Betta smaragdina,652,,"Thailand: Kanchanaburi Province, Mueang District, Ban Kao Subdistrict",,,,Kanchanaburi4,"Pammanasut,P., Panijpan,B., Senapin,S., Ruenwongsa,P., Sriwattanarothai,N., Laosinchai,P. and Phiwsaiya,K.","Check List 14 (6), 1077-1082 (2018)"
Betta smaragdina,Comparison,MH065736.1,"Betta smaragdina isolate Kanchanaburi3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Betta smaragdina,652,,"Thailand: Kanchanaburi Province, Mueang District, Ban Kao Subdistrict",,,,Kanchanaburi3,"Pammanasut,P., Panijpan,B., Senapin,S., Ruenwongsa,P., Sriwattanarothai,N., Laosinchai,P. and Phiwsaiya,K.","Check List 14 (6), 1077-1082 (2018)"
Betta splendens,Comparison,MT119085.1,"UNVERIFIED: Betta splendens isolate B_s_COI_SLIAS_005 cytochrome oxidase subunit I-like gene, partial sequence; mitochondrial",Betta splendens,681,,,,,,B_s_COI_SLIAS_005,"Vythalingam,L.M. and Bhasssu,S.",Unpublished
Betta splendens,Comparison,MT119084.1,"UNVERIFIED: Betta splendens isolate B_s_COI_SLIAS_004 cytochrome oxidase subunit I-like gene, partial sequence; mitochondrial",Betta splendens,681,,,,,,B_s_COI_SLIAS_004,"Vythalingam,L.M. and Bhasssu,S.",Unpublished
Betta splendens,Comparison,MT119083.1,"UNVERIFIED: Betta splendens isolate B_s_COI_SLIAS_003 cytochrome oxidase subunit I-like gene, partial sequence; mitochondrial",Betta splendens,681,,,,,,B_s_COI_SLIAS_003,"Vythalingam,L.M. and Bhasssu,S.",Unpublished
Betta stigmosa,Comparison,KM485452.1,"Betta stigmosa voucher ML_056 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Betta stigmosa,652,,Malaysia,,09-Nov-11,,,"Panijpan,B., Kowasupat,C., Laosinchai,P., Ruenwongsa,P., Phongdara,A., Senapin,S., Wanna,W., Phiwsaiya,K., Kuhne,J. and Fasquel,F.","Meta Gene 2, 862-879 (2014)"
Betta stigmosa,Comparison,KM485451.1,"Betta stigmosa voucher ML_055 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Betta stigmosa,652,,Malaysia,,09-Nov-11,,,"Panijpan,B., Kowasupat,C., Laosinchai,P., Ruenwongsa,P., Phongdara,A., Senapin,S., Wanna,W., Phiwsaiya,K., Kuhne,J. and Fasquel,F.","Meta Gene 2, 862-879 (2014)"
Betta unimaculata,Comparison,KM485512.1,"Betta unimaculata voucher MB_260 internal transcribed spacer 1, complete sequence",Betta unimaculata,289,,Indonesia,,01-Dec-10,,,"Panijpan,B., Kowasupat,C., Laosinchai,P., Ruenwongsa,P., Phongdara,A., Senapin,S., Wanna,W., Phiwsaiya,K., Kuhne,J. and Fasquel,F.","Meta Gene 2, 862-879 (2014)"
Betta unimaculata,Comparison,KM485464.1,"Betta unimaculata voucher MB_006 internal transcribed spacer 1, complete sequence",Betta unimaculata,287,,Indonesia,,01-Dec-10,,,"Panijpan,B., Kowasupat,C., Laosinchai,P., Ruenwongsa,P., Phongdara,A., Senapin,S., Wanna,W., Phiwsaiya,K., Kuhne,J. and Fasquel,F.","Meta Gene 2, 862-879 (2014)"
Betta unimaculata,Comparison,KM485463.1,"Betta unimaculata voucher MB_004 internal transcribed spacer 1, complete sequence",Betta unimaculata,289,,Indonesia,,01-Dec-10,,,"Panijpan,B., Kowasupat,C., Laosinchai,P., Ruenwongsa,P., Phongdara,A., Senapin,S., Wanna,W., Phiwsaiya,K., Kuhne,J. and Fasquel,F.","Meta Gene 2, 862-879 (2014)"
Betta waseri,Comparison,KM485552.1,"Betta waseri voucher ML_082 internal transcribed spacer 1, complete sequence",Betta waseri,380,,Malaysia,,08-Nov-11,,,"Panijpan,B., Kowasupat,C., Laosinchai,P., Ruenwongsa,P., Phongdara,A., Senapin,S., Wanna,W., Phiwsaiya,K., Kuhne,J. and Fasquel,F.","Meta Gene 2, 862-879 (2014)"
Betta waseri,Comparison,KM485551.1,"Betta waseri voucher ML_081 internal transcribed spacer 1, complete sequence",Betta waseri,376,,Malaysia,,08-Nov-11,,,"Panijpan,B., Kowasupat,C., Laosinchai,P., Ruenwongsa,P., Phongdara,A., Senapin,S., Wanna,W., Phiwsaiya,K., Kuhne,J. and Fasquel,F.","Meta Gene 2, 862-879 (2014)"
Betta waseri,Comparison,KM485459.1,"Betta waseri voucher ML_082 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Betta waseri,652,,Malaysia,,08-Nov-11,,,"Panijpan,B., Kowasupat,C., Laosinchai,P., Ruenwongsa,P., Phongdara,A., Senapin,S., Wanna,W., Phiwsaiya,K., Kuhne,J. and Fasquel,F.","Meta Gene 2, 862-879 (2014)"
Belontia hasselti,Comparison,KM213043.1,"Belontia hasselti voucher Buring BRG4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Belontia hasselti,628,,,,,,,"Wibowo,A.",Unpublished
Ctenops nobilis,Comparison,FJ459479.1,"Ctenops nobilis voucher NBFGR:CN8084B cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Ctenops nobilis,655,,India,Tissue Type: muscle,,,,"Lakra,W.S. and Verma,M.S.",Unpublished
Ctenops nobilis,Comparison,FJ459478.1,"Ctenops nobilis voucher NBFGR:CN8084A cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Ctenops nobilis,655,,India,Tissue Type: muscle,,,,"Lakra,W.S. and Verma,M.S.",Unpublished
Ctenops nobilis,Comparison,MW021423.1,"Ctenops nobilis isolate LR00162 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Ctenops nobilis,654,,,,,,LR00162,"Britz,R., Dahanukar,N., Anoop,V.K., Philip,S., Clark,B., Raghavan,R. and Rueber,L.",Sci Rep (2020) In press
Helostoma temminckii,Comparison,MT012649.1,"Helostoma temminkii isolate 11808 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Helostoma temminkii,574,,"Bangladesh: Katabon road, Dhaka",Tissue Type: muscle,23-May-19,ornamental fish trade,11808,"Ahmed,M.S., Datta,S.K., Saha,T. and Barua,A.",Unpublished
Helostoma temminckii,Comparison,AP006833.1,"Helostoma temminkii mitochondrial DNA, complete genome",Helostoma temminkii,16790,,,,,,,"Miya,M.",Unpublished
Helostoma temminckii,Comparison,MK120521.1,"Helostoma temminkii voucher TBK4 haplotype HT3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Helostoma temminkii,609,,,,,,,"Arisuryanti,T., Pratama,G.A., Hakim,L., Koentjana,J.P. and Nazira,F.K.","Indones Fish Res J 25 (1), 37-44 (2019)"
Macropodus opercularis,Comparison,KU568904.1,"Macropodus opercularis voucher KW11T196 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macropodus opercularis,652,,"South Africa: KwaZulu-Natal, Durban",,,,,"Van Der Walt,K.-A., Makinen,T., Weyl,O., Collins,R. and Swartz,E.",Unpublished
Macropodus opercularis,Comparison,KU945080.1,"Macropodus opercularis isolate ASIZP0805489 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Macropodus opercularis,552,,Taiwan,,,,ASIZP0805489,"Chang,C.H., Shao,K.T., Lin,H.Y., Chiu,Y.C., Lee,M.Y., Liu,S.H. and Lin,P.L.",Mol Ecol Resour (2016) In press
Macropodus opercularis,Comparison,KU945079.1,"Macropodus opercularis isolate ASIZP0805488 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Macropodus opercularis,552,,Taiwan,,,,ASIZP0805488,"Chang,C.H., Shao,K.T., Lin,H.Y., Chiu,Y.C., Lee,M.Y., Liu,S.H. and Lin,P.L.",Mol Ecol Resour (2016) In press
Macropodus spechti,Comparison,PQ516709.1,"Macropodus spechti voucher AT-211112.01 mitochondrion, complete genome",Macropodus spechti,16497,,,,,,,"Nguyen,H.N.","Submitted (21-OCT-2024) Department of Computational Biology and Medical Sciences, Graduate School of Frontier Sciences, The University of Tokyo, Kashiwanoha, Kashiwa, Chiba 277-0882, Japan"
Osphronemus goramy,Comparison,AP006834.1,"Osphronemus goramy mitochondrial DNA, complete genome",Osphronemus goramy,16525,,,,,,,"Miya,M.",Unpublished
Osphronemus goramy,Comparison,MK049481.1,"Osphronemus goramy voucher KP058901 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Osphronemus goramy,639,,Thailand,,May-2012/May-2017,fish fin,A,"Panprommin,D., Soontornprasit,K., Tuncharoen,S., Pitakpol,S. and Keereelang,J.",Unpublished
Osphronemus goramy,Comparison,KU692701.1,"Osphronemus goramy voucher BIF0686 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Osphronemus goramy,564,,"Indonesia: Jawa Barat, West Java, Kabupaten Camis, Ci Hapitan",,02-Apr-13,,,"Dahruddin,H., Hutama,A., Busson,F., Sauri,S., Hanner,R., Keith,P., Hadiaty,R. and Hubert,N.",Mol Ecol Resour (2016) In press
Parasphaerichthys ocellatus,Comparison,MW021425.1,"Parasphaerichthys ocellatus isolate LR00140 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Parasphaerichthys ocellatus,651,,,,,,LR00140,"Britz,R., Dahanukar,N., Anoop,V.K., Philip,S., Clark,B., Raghavan,R. and Rueber,L.",Sci Rep (2020) In press
Parosphromenus deissneri,Comparison,MW021426.1,"Parosphromenus deissneri isolate LR00091 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Parosphromenus deissneri,654,,,,,,LR00091,"Britz,R., Dahanukar,N., Anoop,V.K., Philip,S., Clark,B., Raghavan,R. and Rueber,L.",Sci Rep (2020) In press
Sphaerichthys osphromenoides,Comparison,MW021427.1,"Sphaerichthys osphromenoides isolate LR00088 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Sphaerichthys osphromenoides,654,,,,,,LR00088,"Britz,R., Dahanukar,N., Anoop,V.K., Philip,S., Clark,B., Raghavan,R. and Rueber,L.",Sci Rep (2020) In press
Trichogaster chuna,Comparison,LC823255.1,"Trichogaster chuna MHBSFMSTU Fish 14 mitochondrial COI gene for cytochrome c oxidase subunit 1, partial cds",Trichogaster chuna,655,,Bangladesh,,2019,,,"Hasan,M., Kambayashi,C., Anik,Z.H. and Islam,M.S.","PLoS One 20 (4), e0318982 (2025)"
Trichogaster chuna,Comparison,LC823254.1,"Trichogaster chuna MHBSFMSTU Fish 13 mitochondrial COI gene for cytochrome c oxidase subunit 1, partial cds",Trichogaster chuna,655,,Bangladesh,,2019,,,"Hasan,M., Kambayashi,C., Anik,Z.H. and Islam,M.S.","PLoS One 20 (4), e0318982 (2025)"
Trichogaster chuna,Comparison,MK572619.1,"Trichogaster chuna from Bangladesh cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trichogaster chuna,655,,"Bangladesh: Chittagong Division, Roadside ditch in Sultanpur",,29-Nov-14,,,"Rahman,M.M., Noren,M., Mollah,A.R. and Kullander,S.O.","Sci Rep 9 (1), 9382 (2019)"
Trichogaster fasciata,Comparison,OP575637.1,"Trichogaster fasciata voucher PUL-HMA-Fish-701 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trichogaster fasciata,652,,"Pakistan: Punjab, Ravi, Kasur, Head Balloki upstream",,24-Feb-21,,,"Ashraf,H.M. and Shakir,H.A.","Submitted (30-SEP-2022) Institute of Zoology, University of the Punjab, lahore, Pakistan, Punjab 54000, Pakistan"
Trichogaster fasciata,Comparison,MT812142.1,"Trichogaster fasciata voucher CF5 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Trichogaster fasciata,628,,India: Arunachal Pradesh,,,Siang River,,"Parhi,J., Suresh,Y.S., Chaoba,N.D., Radhakrishnan,K.V. and Pandey,P.K.",Unpublished
Trichogaster fasciata,Comparison,MT812141.1,"Trichogaster fasciata voucher CF4 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Trichogaster fasciata,631,,India: Arunachal Pradesh,,,Siang River,,"Parhi,J., Suresh,Y.S., Chaoba,N.D., Radhakrishnan,K.V. and Pandey,P.K.",Unpublished
Trichogaster labiosa,Comparison,KY356779.1,"Trichogaster labiosa isolate TL3C cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Trichogaster labiosa,619,,India,Tissue Type: muscle,May-2015/Jul-2016,,TL3C,"Kumar,K.S. and Waikhom,G.",Unpublished
Trichogaster labiosa,Comparison,LC190089.1,"Trichogaster labiosa mitochondrial CO1 gene for cytochrome c oxidase subunit I, complete cds, isolate: IL14-0286-4",Trichogaster labiosa,639,,"Myanmar: Shan State, Nyaung Shwe, Inn Daing Stream",,,,IL14-0286-4,"Kano,Y., Musikasinthorn,P., Iwata,A., Tun,S., Yun,L., Win,S.S., Matsui,S., Tabata,R., Yamasaki,T. and Watanabe,K.","Biodivers Data J (4), e10539 (2016)"
Trichogaster labiosa,Comparison,LC190088.1,"Trichogaster labiosa mitochondrial CO1 gene for cytochrome c oxidase subunit I, complete cds, isolate: IL14-0286-3",Trichogaster labiosa,639,,"Myanmar: Shan State, Nyaung Shwe, Inn Daing Stream",,,,IL14-0286-3,"Kano,Y., Musikasinthorn,P., Iwata,A., Tun,S., Yun,L., Win,S.S., Matsui,S., Tabata,R., Yamasaki,T. and Watanabe,K.","Biodivers Data J (4), e10539 (2016)"
Trichogaster lalius,Comparison,LC823253.1,"Trichogaster lalius MHBSFMSTU Fish 12 mitochondrial COI gene for cytochrome c oxidase subunit 1, partial cds",Trichogaster lalius,655,,Bangladesh,,2019,,,"Hasan,M., Kambayashi,C., Anik,Z.H. and Islam,M.S.","PLoS One 20 (4), e0318982 (2025)"
Trichogaster lalius,Comparison,LC823252.1,"Trichogaster lalius MHBSFMSTU Fish 11 mitochondrial COI gene for cytochrome c oxidase subunit 1, partial cds",Trichogaster lalius,655,,Bangladesh,,2019,,,"Hasan,M., Kambayashi,C., Anik,Z.H. and Islam,M.S.","PLoS One 20 (4), e0318982 (2025)"
Trichogaster lalius,Comparison,OP575638.1,"Trichogaster lalius voucher PUL-HMA-Fish-702 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trichogaster lalius,652,,"Pakistan: Punjab, Ravi, Kasur, Head Balloki upstream",,24-Feb-21,,,"Ashraf,H.M. and Shakir,H.A.","Submitted (30-SEP-2022) Institute of Zoology, University of the Punjab, lahore, Pakistan, Punjab 54000, Pakistan"
Trichogaster leerii,Comparison,NC_026725.1,"Trichogaster leerii mitochondrion, complete genome",Trichopodus leerii,16454,,,,,,,"Chen,X., Chen,K., Yang,H., Qu,Q., Feng,Y. and Bai,J.",Unpublished
Trichogaster leerii,Comparison,KR029983.1,"Trichopodus leerii mitochondrion, complete genome",Trichopodus leerii,16472,,,,,,,"Wang,G.P., Liu,W.J., Si,G.C. and Hu,G.W.","Mitochondrial DNA, 1-2 (2015) In press"
Trichogaster leerii,Comparison,KP699581.1,"Trichogaster leerii mitochondrion, complete genome",Trichopodus leerii,16454,,,,,,,"Chen,X., Chen,K., Yang,H., Qu,Q., Feng,Y. and Bai,J.",Unpublished
Trichogaster microlepis,Comparison,NC_027238.1,"Trichogaster microlepis mitochondrion, complete genome",Trichopodus microlepis,16435,,,,,,,"Yan,H., Li,X., Zhang,L. and Jing,L.","Mitochondrial DNA, 1-2 (2015) In press"
Trichogaster microlepis,Comparison,MK628414.1,"Trichopodus microlepis isolate A voucher IRL096S3162 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trichopodus microlepis,648,,Thailand,,May-2016/Apr-2017,fish fin,A,"Panprommin,D., Soontornprasit,K., Tuncharoen,S. and Iamchuen,N.",Unpublished
Trichogaster microlepis,Comparison,MK628413.1,"Trichopodus microlepis isolate A voucher IRL094S3171 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trichopodus microlepis,648,,Thailand,,May-2016/Apr-2017,fish fin,A,"Panprommin,D., Soontornprasit,K., Tuncharoen,S. and Iamchuen,N.",Unpublished
Trichogaster pectoralis,Comparison,NC_044859.1,"Trichopodus pectoralis isolate UMTGen01311 mitochondrion, complete genome",Trichopodus pectoralis,16397,,Thailand: Pattani,,10-Nov-14,,UMTGen01311,"Gan,H.M., Amornsakun,T. and Tan,M.P.","Mitochondrial DNA B Resour 2 (1), 148-149 (2017)"
Trichogaster pectoralis,Comparison,MW591173.1,"Trichopodus pectoralis voucher BIOPH_PS228 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trichopodus pectoralis,652,,"Malaysia: Pulau Pinang, Sungai Kongsi",,05-Jan-20,,,"Jamaluddin,J.A.F., Mohd Nor,S.A., Lavoue,S., Mohd Abu Hassan alshari,N.F., Ghazali,S.Z., Ahmad,A., Tan,A. and Leng,C.L.",Unpublished
Trichogaster pectoralis,Comparison,MW591172.1,"Trichopodus pectoralis voucher BIOPH_PS227 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trichopodus pectoralis,652,,"Malaysia: Pulau Pinang, Sungai Kongsi",,05-Jan-20,,,"Jamaluddin,J.A.F., Mohd Nor,S.A., Lavoue,S., Mohd Abu Hassan alshari,N.F., Ghazali,S.Z., Ahmad,A., Tan,A. and Leng,C.L.",Unpublished
Trichogaster trichopterus,Comparison,MW591177.1,"Trichopodus trichopterus voucher BIOPH_PS248 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trichopodus trichopterus,652,,"Malaysia: Pulau Pinang, Sungai Kongsi",,05-Jan-20,,,"Jamaluddin,J.A.F., Mohd Nor,S.A., Lavoue,S., Mohd Abu Hassan alshari,N.F., Ghazali,S.Z., Ahmad,A., Tan,A. and Leng,C.L.",Unpublished
Trichogaster trichopterus,Comparison,MW591176.1,"Trichopodus trichopterus voucher BIOPH_PS246 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trichopodus trichopterus,655,,"Malaysia: Pulau Pinang, Sungai Kongsi",,05-Jan-20,,,"Jamaluddin,J.A.F., Mohd Nor,S.A., Lavoue,S., Mohd Abu Hassan alshari,N.F., Ghazali,S.Z., Ahmad,A., Tan,A. and Leng,C.L.",Unpublished
Trichogaster trichopterus,Comparison,MW591175.1,"Trichopodus trichopterus voucher BIOPH_PS249 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trichopodus trichopterus,652,,"Malaysia: Pulau Pinang, Sungai Kongsi",,05-Jan-20,,,"Jamaluddin,J.A.F., Mohd Nor,S.A., Lavoue,S., Mohd Abu Hassan alshari,N.F., Ghazali,S.Z., Ahmad,A., Tan,A. and Leng,C.L.",Unpublished
Trichopsis pumila,Comparison,KP200633.1,"Trichopsis pumila voucher TC_339 recombination activating protein 1 (RAG1) gene, partial cds",Trichopsis pumila,1544,,Thailand,,12-Jan-13,,,"Panijpan,B., Laosinchai,P., Senapin,S., Kowasupat,C., Ruenwongsa,P., Kuhne,J. and Phiwsaiya,K.","Meta Gene 4, 17-28 (2015)"
Trichopsis pumila,Comparison,KP200630.1,"Trichopsis pumila voucher TC_335 recombination activating protein 1 (RAG1) gene, partial cds",Trichopsis pumila,1544,,Cambodia,,27-Nov-12,,,"Panijpan,B., Laosinchai,P., Senapin,S., Kowasupat,C., Ruenwongsa,P., Kuhne,J. and Phiwsaiya,K.","Meta Gene 4, 17-28 (2015)"
Trichopsis pumila,Comparison,KP200629.1,"Trichopsis pumila voucher TC_334 recombination activating protein 1 (RAG1) gene, partial cds",Trichopsis pumila,1544,,Cambodia,,27-Nov-12,,,"Panijpan,B., Laosinchai,P., Senapin,S., Kowasupat,C., Ruenwongsa,P., Kuhne,J. and Phiwsaiya,K.","Meta Gene 4, 17-28 (2015)"
Trichopsis schalleri,Comparison,MK448134.1,"Trichopsis schalleri voucher FNP078 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Trichopsis schalleri,478,,Thailand,,,,,"Noikotr,K.","Submitted (27-JAN-2019) Biology, Ramkhamhaeng University, 2086 Ramkamhaeng Rd. Huamark, Bangkapi, Bangkok 10240, Thailand"
Trichopsis schalleri,Comparison,KP200609.1,"Trichopsis schalleri voucher TC_291 recombination activating protein 1 (RAG1) gene, partial cds",Trichopsis schalleri,1544,,Thailand,,13-Feb-11,,,"Panijpan,B., Laosinchai,P., Senapin,S., Kowasupat,C., Ruenwongsa,P., Kuhne,J. and Phiwsaiya,K.","Meta Gene 4, 17-28 (2015)"
Trichopsis schalleri,Comparison,KP200600.1,"Trichopsis schalleri voucher TC_275 recombination activating protein 1 (RAG1) gene, partial cds",Trichopsis schalleri,1544,,Thailand,,01-Jun-12,,,"Panijpan,B., Laosinchai,P., Senapin,S., Kowasupat,C., Ruenwongsa,P., Kuhne,J. and Phiwsaiya,K.","Meta Gene 4, 17-28 (2015)"
Trichopsis vittata,Comparison,LC823269.1,"Trichopsis vittata MHBSFMSTU Fish 31 mitochondrial COI gene for cytochrome c oxidase subunit 1, partial cds",Trichopsis vittata,655,,Bangladesh,,2018,,,"Hasan,M., Kambayashi,C., Anik,Z.H. and Islam,M.S.","PLoS One 20 (4), e0318982 (2025)"
Trichopsis vittata,Comparison,MK628418.1,"Trichopsis vittata isolate A voucher IRL054S111 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trichopsis vittata,636,,Thailand,,May-2016/Apr-2017,fish fin,A,"Panprommin,D., Soontornprasit,K., Tuncharoen,S. and Iamchuen,N.",Unpublished
Trichopsis vittata,Comparison,MK628417.1,"Trichopsis vittata isolate B voucher IRL013S324 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Trichopsis vittata,636,,Thailand,,May-2016/Apr-2017,fish fin,B,"Panprommin,D., Soontornprasit,K., Tuncharoen,S. and Iamchuen,N.",Unpublished
Monopterus albus,Comparison,OQ248062.1,"Monopterus albus isolate 20210902-LT30_COI_C6044 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Monopterus albus,690,,"China: Hubei, Luotian",,,,20210902-LT30_COI_C6044,"Tian,H.F., Lu,H.Y., Hu,Q.M. and Li,Z.","Submitted (13-JAN-2023) Genetic breeding laboratory, Yangtze River Fisheries Research Institute, Wudayuan Road, Wuhan, Hubei 430200, China"
Monopterus albus,Comparison,OQ248061.1,"Monopterus albus isolate 20210902-LT29_COI_C6044 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Monopterus albus,679,,"China: Hubei, Luotian",,,,20210902-LT29_COI_C6044,"Tian,H.F., Lu,H.Y., Hu,Q.M. and Li,Z.","Submitted (13-JAN-2023) Genetic breeding laboratory, Yangtze River Fisheries Research Institute, Wudayuan Road, Wuhan, Hubei 430200, China"
Monopterus albus,Comparison,OQ248060.1,"Monopterus albus isolate 20210902-LT28_COI_C6044 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Monopterus albus,684,,"China: Hubei, Luotian",,,,20210902-LT28_COI_C6044,"Tian,H.F., Lu,H.Y., Hu,Q.M. and Li,Z.","Submitted (13-JAN-2023) Genetic breeding laboratory, Yangtze River Fisheries Research Institute, Wudayuan Road, Wuhan, Hubei 430200, China"
Monopterus cuchia,Comparison,LC823288.1,"Ophichthys cuchia MHBSFMSTU Fish 56 mitochondrial COI gene for cytochrome c oxidase subunit 1, partial cds",Ophichthys cuchia,655,,Bangladesh,,2019,,,"Hasan,M., Kambayashi,C., Anik,Z.H. and Islam,M.S.","PLoS One 20 (4), e0318982 (2025)"
Monopterus cuchia,Comparison,NC_056403.1,"Ophichthys cuchia isolate F19-020 mitochondrion, complete genome",Ophichthys cuchia,16450,,USA,,,"New York, Hemlock Lake",F19-020,"Maloy,A.P., Coombs,J.A. and Bartron,M.L.",Unpublished
Monopterus cuchia,Comparison,OP947648.1,"Ophichthys cuchia voucher TR 03 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Ophichthys cuchia,562,,India: Tripura,,,Gomti river,,"Dann,L., Parhi,J., Bhattacharjee,P., Datta,M.K., Tenali,D.R.K. and Radhakrishnan,K.V.",Unpublished
